combination_number,expert_1_order,expert_2_order,metrics
85,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy28', 'entropy30', 'entropy29', 'entropy14']","{'accuracy': 0.6440678238868713, 'precision': 0.6404494643211365, 'recall': np.float64(0.6477272727272727), 'specificity': 0.6404494643211365, 'f1': 0.6440678238868713, 'auroc': 0.6730082035064697}"
86,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy28', 'entropy30', 'entropy14', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.6823529601097107, 'recall': np.float64(0.6590909090909091), 'specificity': 0.6966292262077332, 'f1': 0.6705202460289001, 'auroc': 0.7258682250976562}"
87,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy28', 'entropy29', 'entropy30', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.6741573214530945, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6741573214530945, 'f1': 0.6779661178588867, 'auroc': 0.7076098322868347}"
88,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy28', 'entropy29', 'entropy14', 'entropy30']","{'accuracy': 0.7118644118309021, 'precision': 0.6907216310501099, 'recall': np.float64(0.7613636363636364), 'specificity': 0.6629213690757751, 'f1': 0.7243243455886841, 'auroc': 0.7289326190948486}"
89,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy28', 'entropy14', 'entropy30', 'entropy29']","{'accuracy': 0.6892655491828918, 'precision': 0.7200000286102295, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7640449404716492, 'f1': 0.6625766754150391, 'auroc': 0.7309755086898804}"
90,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy28', 'entropy14', 'entropy29', 'entropy30']","{'accuracy': 0.7231638431549072, 'precision': 0.729411780834198, 'recall': np.float64(0.7045454545454546), 'specificity': 0.7415730357170105, 'f1': 0.7167630195617676, 'auroc': 0.7230592966079712}"
91,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy14', 'entropy30', 'entropy29', 'entropy28']","{'accuracy': 0.6214689016342163, 'precision': 0.6153846383094788, 'recall': np.float64(0.6363636363636364), 'specificity': 0.6067415475845337, 'f1': 0.6256983280181885, 'auroc': 0.6590909361839294}"
92,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy14', 'entropy30', 'entropy28', 'entropy29']","{'accuracy': 0.7062146663665771, 'precision': 0.7307692170143127, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7640449404716492, 'f1': 0.6867470145225525, 'auroc': 0.7294433116912842}"
93,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy14', 'entropy29', 'entropy30', 'entropy28']","{'accuracy': 0.6553672552108765, 'precision': 0.6483516693115234, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6404494643211365, 'f1': 0.659217894077301, 'auroc': 0.6952247023582458}"
94,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy14', 'entropy29', 'entropy28', 'entropy30']","{'accuracy': 0.7118644118309021, 'precision': 0.6907216310501099, 'recall': np.float64(0.7613636363636364), 'specificity': 0.6629213690757751, 'f1': 0.7243243455886841, 'auroc': 0.7138661742210388}"
95,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy14', 'entropy28', 'entropy30', 'entropy29']","{'accuracy': 0.694915235042572, 'precision': 0.707317054271698, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7303370833396912, 'f1': 0.6823529601097107, 'auroc': 0.7247191667556763}"
96,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy13', 'entropy14', 'entropy28', 'entropy29', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.6976743936538696, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7078651785850525, 'f1': 0.6896551847457886, 'auroc': 0.7199949026107788}"
97,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy30', 'entropy29', 'entropy28', 'entropy13']","{'accuracy': 0.694915235042572, 'precision': 0.7236841917037964, 'recall': np.float64(0.625), 'specificity': 0.7640449404716492, 'f1': 0.6707317233085632, 'auroc': 0.7332737445831299}"
98,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy30', 'entropy29', 'entropy13', 'entropy28']","{'accuracy': 0.6836158037185669, 'precision': 0.6951219439506531, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7191011309623718, 'f1': 0.6705882549285889, 'auroc': 0.7229315042495728}"
99,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy30', 'entropy28', 'entropy29', 'entropy13']","{'accuracy': 0.694915235042572, 'precision': 0.7023809552192688, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7191011309623718, 'f1': 0.6860465407371521, 'auroc': 0.7231869697570801}"
100,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy30', 'entropy28', 'entropy13', 'entropy29']","{'accuracy': 0.7062146663665771, 'precision': 0.6800000071525574, 'recall': np.float64(0.7727272727272727), 'specificity': 0.6404494643211365, 'f1': 0.7234042286872864, 'auroc': 0.7230592966079712}"
101,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy30', 'entropy13', 'entropy29', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.6888889074325562, 'recall': np.float64(0.7045454545454546), 'specificity': 0.6853932738304138, 'f1': 0.6966292262077332, 'auroc': 0.7277835011482239}"
102,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy30', 'entropy13', 'entropy28', 'entropy29']","{'accuracy': 0.7231638431549072, 'precision': 0.7191011309623718, 'recall': np.float64(0.7272727272727273), 'specificity': 0.7191011309623718, 'f1': 0.7231638431549072, 'auroc': 0.7483402490615845}"
103,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy29', 'entropy30', 'entropy28', 'entropy13']","{'accuracy': 0.700564980506897, 'precision': 0.7215189933776855, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7528089880943298, 'f1': 0.682634711265564, 'auroc': 0.7311031818389893}"
104,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy29', 'entropy30', 'entropy13', 'entropy28']","{'accuracy': 0.700564980506897, 'precision': 0.7058823704719543, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7191011309623718, 'f1': 0.6936416029930115, 'auroc': 0.7101634740829468}"
105,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy29', 'entropy28', 'entropy30', 'entropy13']","{'accuracy': 0.694915235042572, 'precision': 0.7361111044883728, 'recall': np.float64(0.6022727272727273), 'specificity': 0.7865168452262878, 'f1': 0.6625000238418579, 'auroc': 0.7059499621391296}"
106,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy29', 'entropy28', 'entropy13', 'entropy30']","{'accuracy': 0.7175140976905823, 'precision': 0.70652174949646, 'recall': np.float64(0.7386363636363636), 'specificity': 0.6966292262077332, 'f1': 0.7222222089767456, 'auroc': 0.7225484848022461}"
107,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy29', 'entropy13', 'entropy30', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.707317054271698, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7303370833396912, 'f1': 0.6823529601097107, 'auroc': 0.6980337500572205}"
108,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy29', 'entropy13', 'entropy28', 'entropy30']","{'accuracy': 0.7288135886192322, 'precision': 0.7272727489471436, 'recall': np.float64(0.7272727272727273), 'specificity': 0.7303370833396912, 'f1': 0.7272727489471436, 'auroc': 0.7483401298522949}"
109,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy28', 'entropy30', 'entropy29', 'entropy13']","{'accuracy': 0.694915235042572, 'precision': 0.6734693646430969, 'recall': np.float64(0.75), 'specificity': 0.6404494643211365, 'f1': 0.7096773982048035, 'auroc': 0.7023748159408569}"
110,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy28', 'entropy30', 'entropy13', 'entropy29']","{'accuracy': 0.7175140976905823, 'precision': 0.7317073345184326, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7528089880943298, 'f1': 0.7058823704719543, 'auroc': 0.7213993668556213}"
111,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy28', 'entropy29', 'entropy30', 'entropy13']","{'accuracy': 0.6384180784225464, 'precision': 0.6463414430618286, 'recall': np.float64(0.6022727272727273), 'specificity': 0.6741573214530945, 'f1': 0.6235294342041016, 'auroc': 0.670326828956604}"
112,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy28', 'entropy29', 'entropy13', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.6931818127632141, 'recall': np.float64(0.6931818181818182), 'specificity': 0.6966292262077332, 'f1': 0.6931818127632141, 'auroc': 0.7113125324249268}"
113,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy28', 'entropy13', 'entropy30', 'entropy29']","{'accuracy': 0.7401130199432373, 'precision': 0.71875, 'recall': np.float64(0.7840909090909091), 'specificity': 0.6966292262077332, 'f1': 0.75, 'auroc': 0.7189733982086182}"
114,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy28', 'entropy13', 'entropy29', 'entropy30']","{'accuracy': 0.700564980506897, 'precision': 0.7011494040489197, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7078651785850525, 'f1': 0.6971428394317627, 'auroc': 0.713610827922821}"
115,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy13', 'entropy30', 'entropy29', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.6847826242446899, 'recall': np.float64(0.7159090909090909), 'specificity': 0.6741573214530945, 'f1': 0.699999988079071, 'auroc': 0.721782386302948}"
116,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy13', 'entropy30', 'entropy28', 'entropy29']","{'accuracy': 0.7118644118309021, 'precision': 0.7402597665786743, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7752808928489685, 'f1': 0.6909090876579285, 'auroc': 0.7493616342544556}"
117,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy13', 'entropy29', 'entropy30', 'entropy28']","{'accuracy': 0.6610169410705566, 'precision': 0.6555555462837219, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6516854166984558, 'f1': 0.6629213690757751, 'auroc': 0.6984806060791016}"
118,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy13', 'entropy29', 'entropy28', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.6951219439506531, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7191011309623718, 'f1': 0.6705882549285889, 'auroc': 0.732507586479187}"
119,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy13', 'entropy28', 'entropy30', 'entropy29']","{'accuracy': 0.7062146663665771, 'precision': 0.7045454382896423, 'recall': np.float64(0.7045454545454546), 'specificity': 0.7078651785850525, 'f1': 0.7045454382896423, 'auroc': 0.7212716937065125}"
120,"['manu_37', '40', '13', '29', '14', '28', 'Sum']","['entropy14', 'entropy13', 'entropy28', 'entropy29', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.6976743936538696, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7078651785850525, 'f1': 0.6896551847457886, 'auroc': 0.7101634740829468}"
121,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy29', 'entropy28', 'entropy13', 'entropy14']","{'accuracy': 0.6836158037185669, 'precision': 0.6777777671813965, 'recall': np.float64(0.6931818181818182), 'specificity': 0.6741573214530945, 'f1': 0.6853932738304138, 'auroc': 0.7070990800857544}"
122,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy29', 'entropy28', 'entropy14', 'entropy13']","{'accuracy': 0.6101694703102112, 'precision': 0.6043956279754639, 'recall': np.float64(0.625), 'specificity': 0.5955055952072144, 'f1': 0.6145251393318176, 'auroc': 0.6629213094711304}"
123,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy29', 'entropy13', 'entropy28', 'entropy14']","{'accuracy': 0.6723163723945618, 'precision': 0.6470588445663452, 'recall': np.float64(0.75), 'specificity': 0.5955055952072144, 'f1': 0.6947368383407593, 'auroc': 0.7233145236968994}"
124,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy29', 'entropy13', 'entropy14', 'entropy28']","{'accuracy': 0.6610169410705566, 'precision': 0.6666666865348816, 'recall': np.float64(0.6363636363636364), 'specificity': 0.6853932738304138, 'f1': 0.6511628031730652, 'auroc': 0.7124616503715515}"
125,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy29', 'entropy14', 'entropy28', 'entropy13']","{'accuracy': 0.6836158037185669, 'precision': 0.6904761791229248, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7078651785850525, 'f1': 0.6744186282157898, 'auroc': 0.7282941937446594}"
126,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy29', 'entropy14', 'entropy13', 'entropy28']","{'accuracy': 0.6779661178588867, 'precision': 0.7627118825912476, 'recall': np.float64(0.5113636363636364), 'specificity': 0.8426966071128845, 'f1': 0.6122449040412903, 'auroc': 0.7480847835540771}"
127,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy28', 'entropy29', 'entropy13', 'entropy14']","{'accuracy': 0.700564980506897, 'precision': 0.7397260069847107, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7865168452262878, 'f1': 0.6708074808120728, 'auroc': 0.7194842100143433}"
128,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy28', 'entropy29', 'entropy14', 'entropy13']","{'accuracy': 0.694915235042572, 'precision': 0.7023809552192688, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7191011309623718, 'f1': 0.6860465407371521, 'auroc': 0.7208886742591858}"
129,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy28', 'entropy13', 'entropy29', 'entropy14']","{'accuracy': 0.6836158037185669, 'precision': 0.6666666865348816, 'recall': np.float64(0.7272727272727273), 'specificity': 0.6404494643211365, 'f1': 0.695652186870575, 'auroc': 0.7339121103286743}"
130,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy28', 'entropy13', 'entropy14', 'entropy29']","{'accuracy': 0.6836158037185669, 'precision': 0.6860465407371521, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6966292262077332, 'f1': 0.6781609058380127, 'auroc': 0.7464249134063721}"
131,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy28', 'entropy14', 'entropy29', 'entropy13']","{'accuracy': 0.6384180784225464, 'precision': 0.6499999761581421, 'recall': np.float64(0.5909090909090909), 'specificity': 0.6853932738304138, 'f1': 0.6190476417541504, 'auroc': 0.7072266936302185}"
132,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy28', 'entropy14', 'entropy13', 'entropy29']","{'accuracy': 0.6892655491828918, 'precision': 0.7323943376541138, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7865168452262878, 'f1': 0.6540880799293518, 'auroc': 0.7456588745117188}"
133,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy13', 'entropy29', 'entropy28', 'entropy14']","{'accuracy': 0.7062146663665771, 'precision': 0.7307692170143127, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7640449404716492, 'f1': 0.6867470145225525, 'auroc': 0.7317416071891785}"
134,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy13', 'entropy29', 'entropy14', 'entropy28']","{'accuracy': 0.700564980506897, 'precision': 0.7272727489471436, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7640449404716492, 'f1': 0.678787887096405, 'auroc': 0.7376149296760559}"
135,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy13', 'entropy28', 'entropy29', 'entropy14']","{'accuracy': 0.694915235042572, 'precision': 0.7179487347602844, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7528089880943298, 'f1': 0.6746987700462341, 'auroc': 0.7105464935302734}"
136,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy13', 'entropy28', 'entropy14', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.7066666483879089, 'recall': np.float64(0.6022727272727273), 'specificity': 0.7528089880943298, 'f1': 0.650306761264801, 'auroc': 0.7243360877037048}"
137,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy13', 'entropy14', 'entropy29', 'entropy28']","{'accuracy': 0.6836158037185669, 'precision': 0.6818181872367859, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6853932738304138, 'f1': 0.6818181872367859, 'auroc': 0.7373595833778381}"
138,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy13', 'entropy14', 'entropy28', 'entropy29']","{'accuracy': 0.6723163723945618, 'precision': 0.7272727489471436, 'recall': np.float64(0.5454545454545454), 'specificity': 0.7977527976036072, 'f1': 0.6233766078948975, 'auroc': 0.7602145671844482}"
139,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy14', 'entropy29', 'entropy28', 'entropy13']","{'accuracy': 0.6723163723945618, 'precision': 0.6829268336296082, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7078651785850525, 'f1': 0.658823549747467, 'auroc': 0.7023748755455017}"
140,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy14', 'entropy29', 'entropy13', 'entropy28']","{'accuracy': 0.7062146663665771, 'precision': 0.7368420958518982, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7752808928489685, 'f1': 0.6829268336296082, 'auroc': 0.7364658117294312}"
141,"['manu_37', '40', '13', '29', '14', 'Sum', '28']","['entropy30', 'entropy14', 'entropy28', 'entropy29', 'entropy13']","{'accuracy': 0.6497175097465515, 'precision': 0.6710526347160339, 'recall': np.float64(0.5795454545454546), 'specificity': 0.7191011309623718, 'f1': 0.6219512224197388, 'auroc': 0.7054392695426941}"
